[06-03-26 00:21:22.140] LOG  : General     , 1772727682140> cachedir set to "/Users/zhangyuhao/Zomboid".
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> file.encoding=UTF-8.
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> java.vm.name=OpenJDK 64-Bit Server VM.
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> java.vendor.version=Zulu17.30+15-CA.
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> java.vendor.url.bug=http://www.azul.com/support/.
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> java.io.tmpdir=/var/folders/hg/2mc79wc53_70xpdmzd8ky....
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> java.version=17.0.1.
[06-03-26 00:21:22.165] LOG  : General     , 1772727682165> user.dir=/Users/zhangyuhao/Library/Application....
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> os.arch=x86_64.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> socksProxyPort=6789.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> java.vm.specification.name=Java Virtual Machine Specification.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> LibraryDirectory=/Users/zhangyuhao/Library.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> native.encoding=UTF-8.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> java.library.path=/Users/zhangyuhao/Library/Application....
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> java.vm.info=mixed mode, sharing.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> java.vendor=Azul Systems, Inc..
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> java.vm.version=17.0.1+12-LTS.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> sun.io.unicode.encoding=UnicodeBig.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> socksNonProxyHosts=127.0.0.1|192.168.0.0/16|*.192.168.0.....
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> java.class.version=61.0.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> http.proxyPort=6789.
[06-03-26 00:21:22.166] LOG  : General     , 1772727682166> -----.
[06-03-26 00:21:22.168] LOG  : General     , 1772727682168> version=41.78.16 demo=false.
[06-03-26 00:21:22.306] LOG  : General     , 1772727682306> unknown option "-Djava.class.path=/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/uncommons-maths-1.2.3.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-glfw.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/jaxb-runtime.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/jaxb-api.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-natives-macos.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-jemalloc-natives-macos.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-jemalloc.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/sqlite-jdbc-3.27.2.1.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-opengl-natives-macos.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/istack-commons-runtime.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/javacord-2.0.17-shaded.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/commons-compress-1.18.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl_util.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-opengl.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/lwjgl-glfw-natives-macos.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/jassimp.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/javax.activation-api.jar:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/trove-3.0.3.jar".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-Djava.library.path=/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/MacOS".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-Duser.dir=/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-DLibraryDirectory=/Users/zhangyuhao/Library".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-DDocumentsDirectory=/Users/zhangyuhao/Documents".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-DApplicationSupportDirectory=/Users/zhangyuhao/Library/Application Support".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-DCachesDirectory=/Users/zhangyuhao/Library/Caches".
[06-03-26 00:21:22.307] LOG  : General     , 1772727682307> unknown option "-DSandboxEnabled=true".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-Djava.awt.headless=true".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-XstartOnFirstThread".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-Dzomboid.steam=1".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-Dzomboid.znetlog=1".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-Djava.library.path=/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java:/Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/MacOS".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-Xmx3072m".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-XX:+UseZGC".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "-XX:-OmitStackTraceInFastThrow".
[06-03-26 00:21:22.308] LOG  : General     , 1772727682308> unknown option "zombie.gameStates.MainScreenState".
[06-03-26 00:21:22.346] LOG  : General     , 1772727682346> LightingFPS set to 15.
[06-03-26 00:21:22.348] LOG  : General     , 1772727682347> [javafmodJNI] Init: Start.
[06-03-26 00:21:22.366] LOG  : General     , 1772727682366> 1772727682357 fmod: Java loging: OK.
[06-03-26 00:21:22.367] LOG  : General     , 1772727682367> 1772727682367 fmod: FMOD::Studio::System::create() result: No errors..
[06-03-26 00:21:22.367] LOG  : General     , 1772727682367> 1772727682367 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[06-03-26 00:21:22.367] LOG  : General     , 1772727682367> 1772727682367 fmod: FMOD_System_GetVersion() result: No errors..
[06-03-26 00:21:22.367] LOG  : General     , 1772727682367> 1772727682367 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[06-03-26 00:21:22.368] LOG  : General     , 1772727682368> 1772727682368 fmod: System Create: OK.
[06-03-26 00:21:22.369] LOG  : General     , 1772727682369> 1772727682369 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
[06-03-26 00:21:22.384] LOG  : General     , 1772727682384> closest width=800 freq=60.
[06-03-26 00:21:22.384] LOG  : General     , 1772727682384> closest width=800 freq=75.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=800 freq=120.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=800 freq=144.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1024 freq=60.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1024 freq=120.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1024 freq=144.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1280 freq=50.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1280 freq=60.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1280 freq=120.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1280 freq=144.
[06-03-26 00:21:22.385] LOG  : General     , 1772727682385> closest width=1344 freq=60.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1344 freq=120.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1344 freq=144.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1600 freq=60.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1600 freq=120.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1600 freq=144.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1680 freq=60.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1920 freq=50.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1920 freq=60.
[06-03-26 00:21:22.386] LOG  : General     , 1772727682386> closest width=1920 freq=120.
[06-03-26 00:21:22.387] LOG  : General     , 1772727682386> closest width=1920 freq=144.
[06-03-26 00:21:22.387] LOG  : General     , 1772727682387> closest width=2048 freq=60.
[06-03-26 00:21:22.387] LOG  : General     , 1772727682387> closest width=2048 freq=120.
[06-03-26 00:21:22.388] LOG  : General     , 1772727682388> closest width=2048 freq=144.
[06-03-26 00:21:22.388] LOG  : General     , 1772727682388> closest width=2560 freq=60.
[06-03-26 00:21:22.388] LOG  : General     , 1772727682388> closest width=2560 freq=120.
[06-03-26 00:21:22.458] LOG  : General     , 1772727682458> 1772727682458 fmod: FMOD::Studio::System::Initialize() result: No errors..
[06-03-26 00:21:22.461] LOG  : General     , 1772727682461> 1772727682461 fmod: Creating DSP for capture sound.
[06-03-26 00:21:22.461] LOG  : General     , 1772727682461> 1772727682461 fmod: FMOD_System_CreateDSP() result: No errors..
[06-03-26 00:21:22.461] LOG  : General     , 1772727682461> 1772727682461 fmod: FMOD_DSP_SetBypass() result: No errors..
[06-03-26 00:21:22.462] LOG  : General     , 1772727682462> 1772727682462 fmod: FMOD_System_GetMasterChannelGroup() result: No errors..
[06-03-26 00:21:22.473] LOG  : General     , 1772727682473> 1772727682473 fmod: FMOD_ChannelGroup_AddDSP() result: No errors..
[06-03-26 00:21:22.474] LOG  : General     , 1772727682474> 1772727682474 fmod: FMOD_System_Set3DSettings() result: No errors..
[06-03-26 00:21:22.596] LOG  : General     , 1772727682596> GraphicsCard: Apple Apple M4.
[06-03-26 00:21:22.596] LOG  : General     , 1772727682596> OpenGL version: 2.1 Metal - 90.5.
[06-03-26 00:21:22.597] LOG  : General     , 1772727682597> Desktop resolution 2560x1440.
[06-03-26 00:21:22.599] LOG  : General     , 1772727682599> Initial resolution 2560x1440 fullScreen=true.
[06-03-26 00:21:22.599] LOG  : General     , 1772727682599> OpenGL 1.5 buffer objects supported.
[06-03-26 00:21:22.600] LOG  : General     , 1772727682600> VSync: OFF.
[06-03-26 00:21:24.370] LOG  : General     , 1772727684369> AngelCodeFont failed to load page 0 texture /Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/media/mainfont_0.png.
[06-03-26 00:21:24.373] LOG  : General     , 1772727684372> AngelCodeFont failed to load page 0 texture /Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/media/mainfont2_0.png.
[06-03-26 00:21:24.378] WARN : General     , 1772727684377> TextManager.Init> font "MediumNew" not found in fonts.txt.
[06-03-26 00:21:24.378] WARN : General     , 1772727684378> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[06-03-26 00:21:24.378] WARN : General     , 1772727684378> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[06-03-26 00:21:24.378] WARN : General     , 1772727684378> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[06-03-26 00:21:24.379] LOG  : General     , 1772727684379> AngelCodeFont failed to load page 0 texture /Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/media/fonts/zomboidDialogue.bmfc_0.png.
[06-03-26 00:21:24.390] WARN : General     , 1772727684390> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[06-03-26 00:21:24.533] LOG  : General     , 1772727684533> Loading networking libraries....
[06-03-26 00:21:24.534] LOG  : General     , 1772727684533> Loading steam_api....
[06-03-26 00:21:24.536] LOG  : General     , 1772727684536> Loading RakNet....
[06-03-26 00:21:24.538] LOG  : General     , 1772727684538> Loading ZNetJNI....
[06-03-26 00:21:24.542] LOG  : Network     , 1772727684542> [06-03-26 00:21:24.542] > ZNet: SetLogLevel 2.
[06-03-26 00:21:24.546] LOG  : Network     , 1772727684546> [06-03-26 00:21:24.546] > ZNet: SteamAPI initialised successfully.
[06-03-26 00:21:24.547] LOG  : General     , 1772727684547> SteamUtils initialised successfully.
[06-03-26 00:21:24.713] LOG  : General     , 1772727684713> AngelCodeFont failed to load page 0 texture /Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/media/mainfont_0.png.
[06-03-26 00:21:24.724] LOG  : General     , 1772727684724> AngelCodeFont failed to load page 0 texture /Users/zhangyuhao/Library/Application Support/Steam/steamapps/common/ProjectZomboid/Project Zomboid.app/Contents/Java/media/mainfont2_0.png.
[06-03-26 00:21:24.729] WARN : General     , 1772727684729> TextManager.Init> font "MediumNew" not found in fonts.txt.
[06-03-26 00:21:24.729] WARN : General     , 1772727684729> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[06-03-26 00:21:24.729] WARN : General     , 1772727684729> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[06-03-26 00:21:24.729] WARN : General     , 1772727684729> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[06-03-26 00:21:24.729] WARN : General     , 1772727684729> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[06-03-26 00:21:24.940] LOG  : General     , 1772727684938> translator: language is CN.
[06-03-26 00:21:25.229] LOG  : General     , 1772727685228> texturepack: loading UI.
[06-03-26 00:21:25.261] LOG  : General     , 1772727685261> texturepack: loading UI2.
[06-03-26 00:21:25.273] LOG  : General     , 1772727685273> texturepack: loading IconsMoveables.
[06-03-26 00:21:25.275] LOG  : General     , 1772727685275> texturepack: loading RadioIcons.
[06-03-26 00:21:25.276] LOG  : General     , 1772727685275> texturepack: loading ApComUI.
[06-03-26 00:21:25.280] LOG  : General     , 1772727685280> texturepack: loading Mechanics.
[06-03-26 00:21:25.284] LOG  : General     , 1772727685284> texturepack: loading WeatherFx.
[06-03-26 00:21:27.008] WARN : Recipe      , 1772727687006> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base.
[06-03-26 00:21:27.021] WARN : Sound       , 1772727687021> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime".
[06-03-26 00:21:27.022] WARN : Sound       , 1772727687022> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/OnlyOneWay" for GameSound "NewMusic_OnlyOneWay".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/KeepMoving" for GameSound "NewMusic_KeepMoving".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/GoItAlone" for GameSound "NewMusic_GoItAlone".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunrise" for GameSound "NewMusic_Sunrise".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/HoldingOutHope" for GameSound "NewMusic_HoldingOutHope".
[06-03-26 00:21:27.023] WARN : Sound       , 1772727687023> GameSounds.initClipEvents> No such FMOD event "NewMusic/Working" for GameSound "NewMusic_Working".
[06-03-26 00:21:27.024] WARN : Sound       , 1772727687024> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunset" for GameSound "NewMusic_Sunset".
[06-03-26 00:21:27.024] WARN : Sound       , 1772727687024> GameSounds.initClipEvents> No such FMOD event "NewMusic/Mourning" for GameSound "NewMusic_Mourning".
[06-03-26 00:21:27.024] WARN : Sound       , 1772727687024> GameSounds.initClipEvents> No such FMOD event "NewMusic/LookingAround" for GameSound "NewMusic_LookingAround".
[06-03-26 00:21:27.024] WARN : Sound       , 1772727687024> GameSounds.initClipEvents> No such FMOD event "NewMusic/Waiting" for GameSound "NewMusic_Waiting".
[06-03-26 00:21:27.024] WARN : Sound       , 1772727687024> GameSounds.initClipEvents> No such FMOD event "NewMusic/Overrun" for GameSound "NewMusic_Overrun".
[06-03-26 00:21:27.025] WARN : Sound       , 1772727687025> GameSounds.initClipEvents> No such FMOD event "NewMusic/Rest" for GameSound "NewMusic_Rest".
[06-03-26 00:21:27.025] WARN : Sound       , 1772727687025> GameSounds.initClipEvents> No such FMOD event "NewMusic/PressOn" for GameSound "NewMusic_PressOn".
[06-03-26 00:21:27.025] WARN : Sound       , 1772727687025> GameSounds.initClipEvents> No such FMOD event "NewMusic/CalmBeforeTheStorm" for GameSound "NewMusic_CalmBeforeTheStorm".
[06-03-26 00:21:27.025] WARN : Sound       , 1772727687025> GameSounds.initClipEvents> No such FMOD event "NewMusic/GetReady" for GameSound "NewMusic_GetReady".
[06-03-26 00:21:27.025] WARN : Sound       , 1772727687025> GameSounds.initClipEvents> No such FMOD event "NewMusic/EchoesFromBefore" for GameSound "NewMusic_EchoesFromBefore".
[06-03-26 00:21:27.026] WARN : Sound       , 1772727687026> GameSounds.initClipEvents> No such FMOD event "NewMusic/Surrounded" for GameSound "NewMusic_Surrounded".
[06-03-26 00:21:27.026] WARN : Sound       , 1772727687026> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThePlan" for GameSound "NewMusic_ThePlan".
[06-03-26 00:21:27.026] WARN : Sound       , 1772727687026> GameSounds.initClipEvents> No such FMOD event "NewMusic/Gear_Up" for GameSound "NewMusic_GearUp".
[06-03-26 00:21:27.026] WARN : Sound       , 1772727687026> GameSounds.initClipEvents> No such FMOD event "NewMusic/Finally_Calm" for GameSound "NewMusic_FinallyCalm".
[06-03-26 00:21:27.026] WARN : Sound       , 1772727687026> GameSounds.initClipEvents> No such FMOD event "NewMusic/PatchUp" for GameSound "NewMusic_PatchUp".
[06-03-26 00:21:27.026] WARN : Sound       , 1772727687026> GameSounds.initClipEvents> No such FMOD event "NewMusic/TheyreClose" for GameSound "NewMusic_TheyreClose".
[06-03-26 00:21:27.027] WARN : Sound       , 1772727687027> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThinkingOfThePast" for GameSound "NewMusic_ThinkingOfThePast".
[06-03-26 00:21:27.027] WARN : Sound       , 1772727687027> GameSounds.initClipEvents> No such FMOD event "NewMusic/TouchAndGo" for GameSound "NewMusic_TouchAndGo".
[06-03-26 00:21:27.027] WARN : Sound       , 1772727687027> GameSounds.initClipEvents> No such FMOD event "NewMusic/Tread_Carefully" for GameSound "NewMusic_Tread_Carefully".
[06-03-26 00:21:27.027] WARN : Sound       , 1772727687027> GameSounds.initClipEvents> No such FMOD event "NewMusic/Everythings_Gone" for GameSound "NewMusic_Everythings_Gone".
